id,text,sentiment
2288,Would not recommend as shipping was fast,negative
2289,Absolutely fantastic experience,positive
2290,I hate this so customer service helped horrible,negative
2291,Will buy again,positive
2292,Awful quality because shipping was fast so bad,negative
2293,Will buy again so good,positive
2294,So happy with the service loved it,positive
2295,This ruined my day dislike,negative
2296,So happy with the service,positive
2297,Would not recommend,negative
2298,Never buying again terrible!,negative
2299,So happy with the service pleasant,positive
2300,Exceeded my expectations so shipping was fast,positive
2301,This ruined my day and customer service helped terrible!,negative
2302,It was okay as shipping was fast so-so,neutral
2303,Top quality and great value great!,positive
2304,Terrible experience 👎,negative
2305,I love this product and customer service helped amazing,positive
2306,One star and it works well awful,negative
2307,Best purchase ever as packaging was good 😊,positive
2308,This ruined my day horrible,negative
2309,I hate this so bad,negative
2310,Fine for the price because shipping was fast alright,neutral
2311,Worst purchase ever and the quality is great,negative
2312,"Just saying, One star horrible",negative
2313,Highly recommend it amazing,positive
2314,So happy with the service so shipping was fast,positive
2315,Exceeded my expectations great!,positive
2316,Absolutely fantastic experience,positive
2317,Worst purchase ever as shipping was fast so bad,negative
2318,Top quality and great value,positive
2319,Terrible experience,negative
2320,Note: Five stars so shipping was fast,positive
2321,So happy with the service as shipping was fast 😊,positive
2322,Completely unsatisfied 👎,negative
2323,Best purchase ever because it works well,positive
2324,Will buy again loved it,positive
2325,Highly recommend it as the quality is great,positive
2326,I love this product,positive
2327,Would not recommend so shipping was fast,negative
2328,Worst purchase ever horrible,negative
2329,Would not recommend,negative
2330,Highly recommend it because the quality is great,positive
2331,So happy with the service amazing,positive
2332,Highly recommend it because the quality is great amazing,positive
2333,Very disappointed so bad,negative
2334,Top quality and great value great!,positive
2335,Will buy again,positive
2336,One star so bad,negative
2337,Top quality and great value,positive
2338,Five stars so the quality is great,positive
2339,This ruined my day terrible!,negative
2340,I love this product because it works well pleasant,positive
2341,Top quality and great value,positive
2342,Best purchase ever because shipping was fast great!,positive
2343,Worst purchase ever 👎,negative
2344,Absolutely fantastic experience and customer service helped great!,positive
2345,Terrible experience awful,negative
2346,Exceeded my expectations as the quality is great amazing,positive
2347,"Just saying, Not bad, not great",neutral
2348,Will buy again so shipping was fast amazing,positive
2349,Very disappointed and shipping was fast,negative
2350,"FYI, Never buying again",negative
2351,Note: No strong feelings so customer service helped ,neutral
2352,Best purchase ever as it works well,positive
2353,One star,negative
2354,Worst purchase ever and the quality is great,negative
2355,Terrible experience because shipping was fast so bad,negative
2356,Completely unsatisfied terrible!,negative
2357,Will buy again,positive
2358,This ruined my day,negative
2359,Very disappointed,negative
2360,One star awful,negative
2361,No strong feelings as customer service helped ,neutral
2362,Worst purchase ever 😡,negative
2363,Never buying again so shipping was fast,negative
2364,Note: Top quality and great value,positive
2365,It was okay,neutral
2366,I hate this as it works well terrible!,negative
2367,One star horrible,negative
2368,Highly recommend it as packaging was good 👍,positive
2369,I love this product so shipping was fast,positive
2370,Note: Would not recommend 😡,negative
2371,It works as expected,neutral
2372,"FYI, Terrible experience as customer service helped awful",negative
2373,Worst purchase ever,negative
2374,Very disappointed,negative
2375,Very disappointed so packaging was good,negative
2376,Never buying again because customer service helped horrible,negative
2377,Exceeded my expectations amazing,positive
2378,One star,negative
2379,"FYI, This ruined my day so the quality is great",negative
2380,Terrible experience so the quality is great 👎,negative
2381,This made my day,positive
2382,Will buy again so good,positive
2383,Note: I hate this so the quality is great 👎,negative
2384,Exceeded my expectations,positive
2385,Awful quality as shipping was fast,negative
2386,Would not recommend because customer service helped terrible!,negative
2387,I love this product amazing,positive
2388,Note: Best purchase ever pleasant,positive
2389,Completely unsatisfied and it works well horrible,negative
2390,Highly recommend it as packaging was good amazing,positive
2391,Completely unsatisfied and shipping was fast,negative
2392,Exceeded my expectations as it works well so good,positive
2393,Five stars,positive
2394,This made my day loved it,positive
2395,I hate this,negative
2396,I love this product pleasant,positive
2397,Five stars and customer service helped,positive
2398,It was okay,neutral
2399,Very disappointed,negative
2400,Never buying again 👎,negative
2401,No strong feelings so-so,neutral
2402,Five stars because shipping was fast 😊,positive
2403,Would not recommend,negative
2404,Neutral experience ok,neutral
2405,Never buying again 😡,negative
2406,I hate this horrible,negative
2407,"Not bad, not great so customer service helped so-so",neutral
2408,Top quality and great value and customer service helped,positive
2409,Best purchase ever 👍,positive
2410,Terrible experience dislike,negative
2411,Never buying again as it works well terrible!,negative
2412,Will buy again 😊,positive
2413,Completely unsatisfied so bad,negative
2414,Awful quality dislike,negative
2415,"Just saying, I love this product because it works well",positive
2416,It works as expected,neutral
2417,Terrible experience and packaging was good,negative
2418,Awful quality,negative
2419,Top quality and great value,positive
2420,Will buy again pleasant,positive
2421,"Not bad, not great",neutral
2422,Five stars,positive
2423,Very disappointed dislike,negative
2424,Would not recommend,negative
2425,Absolutely fantastic experience,positive
2426,Top quality and great value and the quality is great loved it,positive
2427,Never buying again so bad,negative
2428,Never buying again as it works well,negative
2429,Five stars as customer service helped,positive
2430,Top quality and great value so it works well loved it,positive
2431,Highly recommend it,positive
2432,Highly recommend it and it works well so good,positive
2433,Will buy again so it works well,positive
2434,Worst purchase ever terrible!,negative
2435,Worst purchase ever 😡,negative
2436,Completely unsatisfied because packaging was good,negative
